Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
500884;Reisezentrum Eisenach;;;Bahnhofstraße 35;99817;Eisenach;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-13:00;;;;;;50976001;10331886
501569;Reisezentrum Erfurt Hbf;;;Willy-Brandt-Platz 12;99084;Erfurt;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:30-16:30;;;09:30-18:00;;;50972981;11037279
501163;Reisezentrum Frankfurt (Oder);;;Bahnhofsplatz 11/12;15230;Frankfurt (Oder);;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;07:30-14:00;;;12:00-18:00;;;52338011;14547306
501478;Reisezentrum Freiberg (Sachsen);;;Am Bahnhof 17;9599;Freiberg (Sachs);;Reisezentrum;08:30-13:30;14:00-17:30;;08:30-13:30;14:00-17:30;;08:30-13:30;14:00-17:30;;08:30-13:30;14:00-17:30;;08:30-13:30;14:00-17:30;;;;;;;;50909077;13343893
500892;Reisezentrum Gera Hbf;;;Bahnhofsplatz 3;7545;Gera;;Reisezentrum;07:00-18:00;;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;07:00-18:00;;;08:00-13:15;;;10:00-15:15;;;50882855;12078517
501528;Reisezentrum Görlitz;;;Bahnhofstraße 76;2826;Görlitz;;Reisezentrum;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;;;;;;;51147632;14978824
501544;Reisezentrum Gotha;;;Bahnhofstraße 22 B;99867;Gotha;;Reisezentrum;06:00-18:00;;;06:45-12:00;12:45-17:00;;06:45-12:00;12:45-17:00;;06:45-12:00;12:45-17:00;;06:00-18:00;;;;;;09:00-12:30;13:00-17:00;;50939833;10711951
501213;Reisezentrum Greifswald;;;Bahnhofstraße 43;17489;Greifswald;;Reisezentrum;08:00-12:15;13:00-18:00;;08:00-12:15;13:00-18:00;;08:00-12:15;13:00-18:00;;08:00-12:15;13:00-18:00;;08:00-12:15;13:00-18:00;;09:00-12:30;13:00-16:30;;09:00-12:30;13:00-16:30;;54093128;13371067
501312;Reisezentrum Güstrow;;;Bahnhofsplatz 3;18273;Güstrow;;Reisezentrum;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;08:10-12:15;12:45-15:50;;08:10-12:15;12:45-15:50;;53800412;12171601
501353;Reisezentrum Halle (Saale) Hbf;;;Hans-Dietrich-Genscher-Platz 1;6112;Halle (Saale);;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;07:00-20:00;;;08:00-20:00;;;51478363;11986477
501601;Reisezentrum Jena Paradies;;;Knebelstraße 1;7743;Jena;;Reisezentrum;08:30-17:00;;;08:30-17:00;;;08:30-17:00;;;08:30-17:00;;;08:30-17:00;;;08:30-16:00;;;;;;50924178;11584021
501593;Reisezentrum Jena West;;;Westbahnhofstraße 13;7745;Jena;;Reisezentrum;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;;;;10:00-15:00;;;50925752;11582016
501379;Reisezentrum Köthen Pbf;;;Bahnhofsplatz 8;6366;Köthen;;Reisezentrum;06:50-12:30;13:15-17:05;;06:50-12:30;13:15-17:05;;06:50-12:30;13:15-17:05;;06:50-12:30;13:15-17:05;;06:50-12:30;13:15-17:05;;07:30-11:00;11:30-15:30;;08:45-12:00;12:30-17:15;;51751977;11988302
670679;Reisezentrum Leinefelde;Video-Reisezentrum;;Conrad-Hentrich-Platz 1;37327;Leinefelde;;Reisezentrum;07:15-18:30;;;07:15-18:30;;;07:15-18:30;;;07:15-18:30;;;07:15-18:30;;;08:15-13:30;;;;;;51388372;10329037
500934;Reisezentrum Leipzig Hbf;;;Willy-Brandt-Platz 5;4109;Leipzig;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;51344481;12380773
510479;Reisezentrum Leipzig Markt;;;Markt 1a;4109;Leipzig;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;09:00-20:00;;;09:00-18:00;;;51340298;12375080
501304;Reisezentrum Ludwigslust;;;Rudolph-Tarnow-Str. 1-3;19288;Ludwigslust;;Reisezentrum;07:00-11:30;12:15-17:00;;07:00-11:30;12:15-17:00;;07:00-11:30;12:15-17:00;;07:00-11:30;12:15-17:00;;07:00-11:30;12:15-17:00;;08:00-11:30;12:00-15:00;;09:00-12:30;13:00-18:00;;53335301;11491000
501395;Reisezentrum Lutherstadt Wittenberg;;;Am Hauptbahnhof 1;6886;Lutherstadt Wittenberg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-11:30;12:00-15:30;;09:30-13:30;14:00-17:30;;51868000;12661700
500967;Reisezentrum Magdeburg Hbf;;;Bahnhofstraße 69;39104;Magdeburg;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;07:00-19:00;;;08:00-20:00;;;52129515;11628400
647933;Reisezentrum Markkleeberg;Video-Reisezentrum;im Sportbad Markkleeberg;Rathausstraße 29, Zugang Schwimmhalle;4416;Markkleeberg;;Reisezentrum;09:30-17:30;;;09:30-17:30;;;09:30-17:30;;;09:30-17:30;;;09:30-17:30;;;;;;;;;51279217;12371877
501627;Reisezentrum Mühlhausen (Thür);;;Bahnhofsplatz 6;99974;Mühlhausen (Thür);;Reisezentrum;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;07:30-12:00;12:30-16:15;;08:30-12:00;12:30-16:15;;51208525;10473538
501247;Reisezentrum Neubrandenburg;;;Am Bahnhof 6, Haus 5;17033;Neubrandenburg;;Reisezentrum;06:00-10:30;11:00-15:30;16:00-21:00;06:00-10:30;11:00-15:30;16:00-21:00;06:00-10:30;11:00-15:30;16:00-21:00;06:00-21:00;;;06:00-10:30;11:00-15:30;16:00-21:00;06:45-15:30;16:00-19:45;;06:45-15:30;16:00-19:45;;53561290;13261695
501619;Reisezentrum Nordhausen;;;Bahnhofsvorplatz 6;99734;Nordhausen;;Reisezentrum;06:30-19:00;;;07:45-12:30;13:15-17:15;;07:45-12:30;13:15-17:15;;07:45-12:30;13:15-17:15;;06:30-19:00;;;;;;09:30-13:00;13:45-19:00;;51493636;10789051
665455;Reisezentrum Ostseebad Binz;Video-Reisezentrum;;Dollahner Straße;18609;Ostseebad Binz;;Reisezentrum;09:15-16:45;;;09:15-16:45;;;09:15-16:45;;;09:15-16:45;;;09:15-16:45;;;09:00-12:45;;;;;;;
500991;Reisezentrum Potsdam;;;Friedrich-Engels Straße 101;14473;Potsdam;;Reisezentrum;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:30-16:00;;;08:30-16:00;;;52390760;13066249
507772;Reisezentrum Rathenow;;;Dunkerplatz 21;14712;Rathenow;;Reisezentrum;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;09:00-12:15;12:45-15:45;;;;;52600298;12354540
501494;Reisezentrum Riesa;;;Bahnhofstraße 50;1587;Riesa;;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;07:30-12:30;;;12:30-17:30;;;51308926;13286416
501015;Reisezentrum Rostock Hbf;;;Konrad-Adenauer-Platz 4;18055;Rostock;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;08:00-17:00;;;09:00-18:00;;;54078691;12132318
501635;Reisezentrum Saalfeld (Saale);;;Bahnhofsvorplatz;7318;Saalfeld;;Reisezentrum;07:00-12:00;12:45-16:45;;07:00-12:00;12:45-16:45;;07:00-12:00;12:45-16:45;;07:00-12:00;12:45-16:45;;07:00-12:00;12:45-16:45;;;;;11:45-16:45;;;50651000;11373400
501023;Reisezentrum Schwerin Hbf;;;Grunthalplatz 3 - 4;19053;Schwerin;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;08:00-17:00;;;09:00-18:00;;;53634597;11408012
500959;Reisezentrum Stendal;;;Bahnhofstraße 34;39576;Stendal;;Reisezentrum;06:00-17:30;;;07:30-17:30;;;07:00-09:45;10:15-13:30;;07:30-17:30;;;07:30-17:30;;;07:30-13:30;;;11:30-19:00;;;52595453;11854407
501254;Reisezentrum Stralsund;;;Tribseer Damm 75;18437;Stralsund;;Reisezentrum;06:30-20:30;;;06:30-20:30;;;06:30-20:30;;;06:30-20:30;;;06:30-20:30;;;08:15-18:15;;;08:15-18:15;;;54309166;13078729
501551;Reisezentrum Suhl;;;Bahnhofstraße 28;98527;Suhl;;Reisezentrum;06:00-12:30;13:00-16:30;;08:00-12:30;13:00-16:30;;08:00-12:30;13:00-16:30;;08:00-12:30;13:00-16:30;;08:00-12:30;13:00-16:30;;;;;12:00-17:30;;;50605924;10683922
501643;Reisezentrum Weimar;;;Schopenhauer Straße 2;99423;Weimar;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-14:00;;;12:30-18:00;;;50990950;11325922
501296;Reisezentrum Wismar;;;Bahnhofstraße 1;23966;Wismar;;Reisezentrum;07:30-12:00;12:45-17:20;;07:30-12:00;12:45-17:20;;07:30-12:00;12:45-17:20;;07:30-12:00;12:45-17:20;;07:30-12:00;12:45-17:20;;07:30-12:00;12:30-15:20;;08:30-12:00;12:30-16:20;;53896875;11466900
501288;Reisezentrum Wittenberge;;;Am Bahnhof 1;19322;Wittenberge;;Reisezentrum;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;;;;09:30-14:15;14:45-18:30;;53001550;11763059
509950;Reisezentrum Wolmirstedt;;;Bahnhofstraße 17;39326;Wolmirstedt;;Reisezentrum;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;;;;;;;52250250;11635404
502526;Reisezentrum Ansbach;;;Bahnhofplatz 2;91522;Ansbach;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-13:30;;;;;;49298830;10578442
502534;Reisezentrum Aschaffenburg Hbf;;;Ludwigstr. 2 - 4;63739;Aschaffenburg;;Reisezentrum;07:30-19:00; ; ;07:30-19:00; ; ;07:30-19:00; ; ;07:30-19:00; ; ;07:30-19:00; ; ;08:30-15:00; ; ;11:00-17:00; ; ;49979916;9144708
501759;Reisezentrum Augsburg Hbf;;;Viktoriastrasse 1;86150;Augsburg;;Reisezentrum;07:30-19:30;;;07:30-19:30;;;07:30-19:30;;;07:30-19:30;;;07:30-19:30;;;09:00-17:00;;;10:00-17:00;;;48366388;10886485
646943;Reisezentrum Bad Kissingen;Video-Reisezentrum;;Bahnhofstr. 5;97688;Bad Kissingen;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;50194003;10080008
646919;Reisezentrum Bad Neustadt (Saale);Video-Reisezentrum;;Siemensstr. 12;97616;Bad Neustadt (Saale);;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;50328481;10225571
648790;Reisezentrum Bad Wörishofen;Video-Reisezentrum;;Bahnhofplatz 1;86825;Bad Wörishofen;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;48005832;10597666
502542;Reisezentrum Bamberg;;;Ludwigstr. 6;96052;Bamberg;;Reisezentrum;08:00-19:00; ; ;08:00-19:00; ; ;08:00-19:00; ; ;08:00-19:00; ; ;08:00-19:00; ; ;08:00-16:00; ; ;09:00-16:00; ; ;49900082;10898719
501924;Reisezentrum Bayreuth Hbf;;;Bahnhofstr. 20;95444;Bayreuth;;Reisezentrum;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;08:00-13:30;;;09:30-15:00;;;49949631;11579427
502104;Reisezentrum Buchloe;;;Bahnhofstr. 62;86807;Buchloe;;Reisezentrum;07:00-12:00;12:50-17:30; ;07:00-12:00;12:50-17:30; ;07:00-12:00;12:50-17:30; ;07:00-12:00;12:50-17:30; ;07:00-12:00;12:50-17:30; ;08:00-12:00;12:50-15:30; ;12:30-17:30; ; ;48033634;10717290
502575;Reisezentrum Coburg;;;Lossaustr. 6;96450;Coburg;;Reisezentrum;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;08:00-13:00;;;09:00-12:35;13:45-18:00;;50262285;10958551
502260;Reisezentrum Dachau Bahnhof;;;Bahnhofstr. 1;85221;Dachau;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48253142;11441353
502005;Reisezentrum Donauwörth;;;Bahnhofstrasse 34;86609;Donauwörth;;Reisezentrum;06:30-17:30;;;06:30-17:30;;;06:30-17:30;;;06:30-17:30;;;06:30-17:30;;;07:30-12:30;;;;;;48714792;10771522
502278;Reisezentrum Dorfen Bahnhof;;;Bahnhofstr. 6;84405;Dorfen;;Reisezentrum;05:55-11:20;12:45-16:20;;05:55-11:20;12:45-16:20;;05:55-11:20;12:45-16:20;;05:55-11:20;12:45-16:20;;05:55-11:20;12:45-16:20;;;;;;;;48267506;12160265
502286;Reisezentrum Eichstätt Stadt;;;Bahnhofplatz 17;85072;Eichstätt;;Reisezentrum;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;;;;;;;48869937;11164242
502583;Reisezentrum Erlangen;;;Bahnhofplatz 1;91054;Erlangen;;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:15-15:00; ; ;09:15-15:00; ; ;49595735;11002571
502591;Reisezentrum Forchheim (Oberfranken);;;Bahnhofplatz 9;91301;Forchheim;;Reisezentrum;06:30-17:50;;;07:00-17:50;;;07:00-11:00;11:45-16:15;;07:00-11:00;11:45-16:15;;07:00-17:50;;;;;;;;;49716810;11069334
502310;Reisezentrum Freilassing;;;Bahnhofstr. 6;83395;Freilassing;;Reisezentrum;06:25-18:00;;;06:25-18:00;;;06:25-18:00;;;06:25-18:00;;;06:25-18:00;;;06:50-11:30;12:00-13:45;;09:00-14:40;;;47836564;12975776
502328;Reisezentrum Freising;;;Bahnhofplatz 4;85354;Freising;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-13:30;;;;;;48395558;11744164
647909;Reisezentrum Freising;Video-Reisezentrum;;Bahnhofplatz 4;85354;Freising;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;48395558;11744164
502609;Reisezentrum Fürth (Bayern) Hbf;;;Bahnhofplatz 9;90762;Fürth;;Reisezentrum;06:45-18:10;;;06:45-18:10;;;06:45-17:00;;;06:45-17:00;;;06:45-18:10;;;08:00-13:15;;;;;;49470209;10991425
647867;Reisezentrum Fürth (Bayern) Hbf;Video-Reisezentrum;;Bahnhofplatz 9;90762;Fürth;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;49470209;10991425
502138;Reisezentrum Füssen;;;Bahnhofstr. 12;87629;Füssen;;Reisezentrum;07:40-12:10;12:40-15:40;;07:40-12:10;12:40-15:40;;07:40-12:10;12:40-15:40;;07:40-12:10;12:40-15:40;;07:40-12:10;12:40-15:40;;;;;;;;47570177;10697801
502146;Reisezentrum Garmisch-Partenkirchen;;;Bahnhofstr. 31;82467;Garmisch-Partenkirchen;;Reisezentrum;07:10-18:30; ; ;07:10-18:20; ; ;07:10-18:20; ; ;07:10-18:20; ; ;07:10-18:20; ; ;07:10-15:30; ; ;08:20-14:00; ; ;47491576;11097722
648493;Reisezentrum Geltendorf;Video-Reisezentrum;;Am Bahnhof 6;82269;Geltendorf;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;48106294;11038169
502013;Reisezentrum Günzburg;;;Bahnhofplatz 7;89312;Günzburg;;Reisezentrum;09:00-18:00; ; ;09:00-18:00; ; ;09:00-18:00; ; ;09:00-18:00; ; ;09:00-18:00; ; ;09:00-14:00; ;;;;;48460199;10279200
501791;Reisezentrum Hof Hbf;;;Bahnhofplatz 12;95028;Hof;;Reisezentrum;06:50-18:00;;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;06:50-18:00;;;06:40-12:10;;;10:00-15:10;;;50308453;11923651
647875;Reisezentrum Hof Hbf;Video-Reisezentrum;;Bahnhofplatz 12;95028;Hof;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;50308453;11923651
502021;Reisezentrum Illertissen;;;Bahnhofstr. 2;89257;Illertissen;;Reisezentrum;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;;;;;;;48224143;10100288
647263;Reisezentrum Immenstadt;Video-Reisezentrum;;Bahnhofstr. 39;87509;Immenstadt;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;47559462;10213849
501775;Reisezentrum Ingolstadt Hbf;;;Bahnhofstraße 8;85051;Ingolstadt;;Reisezentrum;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;09:00-15:30;;;11:00-17:00;;;48743935;11436517
646927;Reisezentrum Kahl (Main);Video-Reisezentrum;;Am Bahnhof 6;63796;Kahl a. Main;;Reisezentrum;07:00-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;08:00-15:00;;;09:00-14:00;;;50074995;9006634
502161;Reisezentrum Kaufbeuren;;;Bahnhofstr. 10;87600;Kaufbeuren;;Reisezentrum;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;07:30-13:00;;;09:00-12:15;12:45-16:30;;47874237;10627065
502096;Reisezentrum Kaufering;;;Bahnhofstr. 15;86916;Kaufering;;Reisezentrum;07:00-12:00;13:00-17:00;;07:00-12:00;13:00-17:00;;07:00-12:00;13:00-17:00;;07:00-12:00;13:00-17:00;;07:00-12:00;13:00-17:00;;;;;;;;48082077;10856964
502088;Reisezentrum Kempten (Allgäu) Hbf;;;Bahnhofplatz 2;87435;Kempten;;Reisezentrum;06:30-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-14:30;;;09:00-14:30;;;47711973;10316389
668145;Reisezentrum Kulmbach;Video-Reisezentrum;;Bahnhofsplatz 1;95326;Kulmbach;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;50109719;11451939
502633;Reisezentrum Lichtenfels;;;Bahnhofsplatz 3;96215;Lichtenfels;;Reisezentrum;07:45-12:15;13:15-17:00;;07:45-12:15;13:15-17:00;;07:45-12:15;13:15-17:00;;07:45-12:15;13:15-17:00;;07:45-12:15;13:15-17:00;;07:15-12:15;;;11:30-17:15;;;50145821;11060093
501809;Reisezentrum Marktredwitz;;;Bahnhofplatz 7;95615;Marktredwitz;;Reisezentrum;06:45-12:15;13:15-17:00;;06:45-12:15;13:15-17:00;;06:45-12:15;13:15-17:00;;06:45-12:15;13:15-17:00;;06:45-12:15;13:15-17:00;;06:45-12:15;;;08:45-12:15;13:15-17:00;;50004160;12082904
502070;Reisezentrum Memmingen;;;Bahnhofstr. 3;87700;Memmingen;;Reisezentrum;06:10-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:45-14:15;;;10:45-16:15;;;47985982;10186333
501767;Reisezentrum Mering;;;Bahnhofstr. 2;86415;Mering;;Reisezentrum;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;08:00-12:20;13:20-17:00;;;;;;;;48263605;10987703
501999;Reisezentrum München Flughafen;Terminal 1;;Nordalle 25;85356;München;Zentralbereich Ebene 03 ;Reisezentrum;07:30-21:00;;;07:30-21:00;;;07:30-21:00;;;07:30-21:00;;;07:30-21:00;;;08:30-18:30;;;08:30-18:30;;;48355511;11763158
501981;Reisezentrum München Hbf;;;Bahnhofplatz 2;80335;München;;Reisezentrum;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;48140605;11560574
506204;Reisezentrum München Hbf;S-Bahn Kundencenter München Hbf;Zwischengeschoss;Arnulfstr. 1;80335;München;(Ausschließlich Verkauf von MVV-Fahrkarten);Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;09:00-18:00;;;09:00-18:00;;;48141235;11559094
502419;Reisezentrum München Ost;;;Orleansplatz 11;81667;München;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;08:00-18:00;;;48127652;11603851
509455;Reisezentrum München Ost;S-Bahn Kundencenter München Ost;;Orleansplatz 11;81667;München;(Ausschließlich Verkauf von MVV-Fahrkarten);Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;08:00-13:00;14:00-18:00;;48127652;11603851
502427;Reisezentrum München-Pasing;;;Pasinger-Bahnhofsplatz 8;81241;München;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;08:00-18:00;;;48148966;11460877
502112;Reisezentrum Murnau;;;Bahnhofplatz 1;82418;Murnau;;Reisezentrum;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;06:40-12:00;13:10-17:30;;08:10-14:00;;;08:10-14:00;;;47682426;11193233
509117;Reisezentrum Neuendettelsau;;;Bahnhofstr. 38;91564;Neuendettelsau;;Reisezentrum;08:00-12:00;;;08:00-12:00;;;08:00-12:00;;;13:00-17:00;;;13:00-17:00;;;;;;;;;49282532;10782893
646992;Reisezentrum Neuhaus (Pegnitz);Video-Reisezentrum;;Bahnhofstrasse 13;91284;Neuhaus(Pegnitz);;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;49627691;11552163
501817;Reisezentrum Neumarkt (Oberpfalz);;;Bahnhofplatz 1;92318;Neumarkt;;Reisezentrum;06:40-12:15;13:05-17:30; ;06:40-12:15;13:05-17:30; ;06:40-12:15;13:05-17:30; ;06:40-12:15;13:05-17:30; ;06:40-12:15;13:05-17:30;;;;;;;;49273921;11457785
647180;Reisezentrum Neustadt (b Coburg);Video-Reisezentrum;;Bahnhofstraße 30;96465;Neustadt (b Coburg);;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-15:00;;;09:00-14:00;;;50332894;11122438
647271;Reisezentrum Nördlingen;Video-Reisezentrum;;Bürgerm.-Reiger-Str. 5;86720;Nördlingen;;Reisezentrum;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;06:45-18:15; ; ;07:30-14:15; ; ;08:00-13:45; ; ;48850088;10496829
