Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
504373;Reisezentrum Hanau Hbf;;;Am Hauptbahnhof 14a;63450;Hanau;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:30-14:30;;;;;;50121864;8929893
504712;Reisezentrum Homburg (Saar) Hbf;;;Bahnhofsplatz 5;66424;Homburg;;Reisezentrum;06:00-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-20:00;;;08:30-18:00;;;08:30-14:00;;;10:00-15:00;;;49327335;7337831
504423;Reisezentrum Idar-Oberstein;;;Bahnhofstraße 20;55743;Idar-Oberstein;;Reisezentrum;07:00-11:00;12:00-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-17:30;;09:00-13:30;14:00-16:00;;49699920;7321776
504431;Reisezentrum Ingelheim;;;Bahnhofstraße;55218;Ingelheim;;Reisezentrum;06:00-15:00;15:30-20:00;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;09:45-15:00;;;09:45-15:00;;;49976024;8053424
503631;Reisezentrum Kaiserslautern;;;Bahnhofstr. 1;67655;Kaiserslautern;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-18:00;;;08:00-18:00;;;49436473;7768945
504555;Reisezentrum Kassel Hbf;;;Rainer-Dierichs-Platz 1;34117;Kassel;;Reisezentrum;08:00-17:00;;;08:00-12:00;12:45-17:00;;08:00-12:00;12:45-17:00;;08:00-12:00;12:45-17:00;;08:00-17:00;;;;;;;;;51318796;9490181
503649;Reisezentrum Kassel-Wilhelmshöhe;;;Willy Brandt Platz 1;34131;Kassel;;Reisezentrum;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;09:15-17:45;;;09:15-17:45;;;51313169;9447078
504654;Reisezentrum Koblenz Hbf;;;Bahnhofplatz 2;56068;Koblenz;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;07:00-19:00;;;07:00-19:00;;;07:00-20:00;;;08:00-17:00;;;09:00-17:30;;;50350811;7589610
505453;Reisezentrum Korbach;;;Arolser Landstr. 21C;34497;Korbach;;Reisezentrum;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;07:45-12:15;13:00-17:45;;;;;;;;51278282;8873018
504316;Reisezentrum Kronberg (Taunus);;;Bahnhofstraße 36;61476;Kronberg;;Reisezentrum;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;07:00-10:00;15:00-19:00;;09:00-14:00;;;;;;50179233;8518771
504498;Reisezentrum Landau (Pfalz) Hbf;;;Maximilianstraße 11;76829;Landau(Pfalz);;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-15:30;;;10:00-15:30;;;49197971;8125169
504274;Reisezentrum Limburg (Stadt);;;Bahnhofsplatz 1;65549;Limburg;;Reisezentrum;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;09:00-14:00;;;;;;50384988;8062137
503615;Reisezentrum Ludwigshafen (Rhein) Mitte;;;Yorckstr. 2;67061;Ludwigshafen;;Reisezentrum;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-17:30;;;09:00-14:30;;;49478048;8454723
503573;Reisezentrum Mainz Hbf;;;Bahnhofplatz 1;55116;Mainz;;Reisezentrum;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;07:00-19:00;;;08:00-20:00;;;50002020;8258911
504266;Reisezentrum Marburg (Lahn);;;Bahnhofsstr. 33;35037;Marburg;;Reisezentrum;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;09:00-14:00;;;;;;50819283;8773984
504696;Reisezentrum Merzig (Saar);;;Bahnhofstraße 58;66663;Merzig(Saar);;Reisezentrum;06:00-10:30;11:30-16:00;;08:30-12:30;13:30-16:00;;09:30-12:30;13:30-19:00;;08:30-12:30;13:30-16:00;;08:30-12:30;13:30-16:00;;08:00-12:00;;;;;;49436670;6634875
647149;Reisezentrum Mettlach;Video-Reisezentrum;;Bahnhofstraße 20;66693;Mettlach;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49494256;6597663
504621;Reisezentrum Montabaur;;;Staudter-Str. 11;56410;Montabaur;;Reisezentrum;06:00-17:30;;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-17:30;;;08:30-14:00;;;geschlossen;;;50449323;7830053
503714;Reisezentrum Neunkirchen (Saar) Hbf;;;Am Bahnhof;66538;Neunkirchen;;Reisezentrum;07:00-10:30;11:30-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-17:30;;09:00-13:30;14:00-16:00;;49353300;7177370
504506;Reisezentrum Neustadt (Weinstr) Hbf;;;Bahnhofsplatz 6;67434;Neustadt(Weinstr);;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-16:30;;;09:30-15:00;;;49350221;8140172
504647;Reisezentrum Neuwied;;;Augustastraße 33;56564;Neuwied;;Reisezentrum;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-20:00;;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-19:30;;07:00-12:45;13:45-17:00;;09:30-15:00;;;09:30-15:00;;;50430507;7477380
504365;Reisezentrum Offenbach (Main) Marktplatz;;;Berliner Straße;63065;Offenbach ;S-Bahn Ostkopf, B-Ebene;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-14:00;;;;;;50105700;8764140
504183;Reisezentrum Remagen;;;Bahnhofstraße 3;53424;Remagen;;Reisezentrum;06:00-15:00;15:45-20:00;;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-19:30;;07:00-12:45;13:45-17:00;;07:00-12:45;13:45-17:00;;09:30-15:00;;;09:30-15:00;;;50577662;7229709
503706;Reisezentrum Saarbrücken Hbf;;;Am Hauptbahnhof 4;66111;Saarbrücken;;Reisezentrum;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;07:00-19:00;;;07:00-19:00;;;49240427;6991306
647156;Reisezentrum Saarburg;Video-Reisezentrum;;Bahnhofstraße 9;54439;Saarburg;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49606149;6557166
504688;Reisezentrum Saarlouis Hbf;;;Dr. Manfred Henrich-Platz 11;66740;Saarlouis;;Reisezentrum;07:30-13:00;14:00-17:00;;07:30-13:00;14:00-17:00;;07:30-13:00;14:00-17:00;;06:00-15:00;15:30-20:00;;07:30-13:00;14:00-17:00;;07:30-11:00;11:30-15:00;;09:30-15:00;;;49327119;6749631
647164;Reisezentrum Schweich;Video-Reisezentrum;;Bahnhofstraße 111;54338;Schweich;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49827800;6743012
504480;Reisezentrum Speyer Hbf;;;Bahnhofstr. 43;67346;Speyer;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:30;;;10:00-15:30;;;49323622;8428762
504704;Reisezentrum St Wendel;;;Mommstraße 2;66606;St Wendel;;Reisezentrum;07:00-10:30;11:30-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-17:30;;09:00-13:30;14:00-16:00;;49466739;7165796
647131;Reisezentrum St. Ingbert;Video-Reisezentrum;;Neue Bahnhofstraße 4;66386;St. Ingbert;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49274470;7110970
504530;Reisezentrum Treysa;;;Bahnhofstr. 1;34613;Schwalmstadt-Treysa;;Reisezentrum;06:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;;;;;;;50911414;9188809
504670;Reisezentrum Trier Hbf;;;Bahnhofsplatz;54292;Trier;;Reisezentrum;06:00-20:00;;;07:00-19:00;;;07:00-19:00;;;07:00-20:00;;;07:00-20:00;;;08:00-16:00;;;10:00-18:00;;;49757639;6651945
504548;Reisezentrum Wabern (Bz Kassel);;;Bahnhofstraße 1;34590;Wabern;;Reisezentrum;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;;;;;;;51103271;9357599
504522;Reisezentrum Wiesbaden Hbf;;;Bahnhofsplatz 1;65189;Wiesbaden;;Reisezentrum;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;08:00-16:00;;;09:30-15:00;;;50071543;8243917
504662;Reisezentrum Wittlich Hbf;;;Bahnhofstraße 8;54516;Wittlich;;Reisezentrum;06:00-14:00;15:00-19:00;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;;;;;;49973461;6943780
504449;Reisezentrum Worms Hbf;;;Bahnhofstraße 7;67547;Worms;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-15:30;;;09:30-15:00;;;49634397;8357091
503979;Reisezentrum Aachen Hbf;;;Bahnhofplatz 2a;52064;Aachen;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;07:00-20:00;;;08:00-20:00;;;50768944;6090200
503862;Reisezentrum Bad Oeynhausen;;;Herforder Straße 80;32545;Bad Oeynhausen;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;52204647;8796628
503490;Reisezentrum Bielefeld Hbf;;;Am Bahnhof 1;33602;Bielefeld;;Reisezentrum;06:30 - 19:00;;;06:30 - 19:00;;;06:30 - 19:00;;;06:30 - 19:00;;;06:30 - 19:00;;;08:00-17:30;;;10:00-18:00;;;52029393;8533873
503508;Reisezentrum Bochum Hbf;;;Kurt-Schumacher-Platz 13-15;44787;Bochum;;Reisezentrum;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;08:30-18:00;;;09:30-18:30;;;51479568;7222931
503581;Reisezentrum Bonn Hbf;;;Am Hauptbahnhof 1;53111;Bonn;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;07:00-20:00;;;08:00-20:00;;;50732430;7097118
503607;Reisezentrum Bonn-Bad Godesberg;;;Moltkestr. 43;53173;Bonn;;Reisezentrum;06:00-17:00;;;08:00-18:00;;;08:00-18:00;;;10:00-20:00;;;08:00-18:00;;;09:00-12:00;12:45-15:45;;10:00-13:00;13:30-16:30;;50683366;7159422
503599;Reisezentrum Bonn-Beuel;;;Beueler Bahnhofsplatz 2;53225;Bonn;;Reisezentrum;08:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;;;;;;;50739648;7126522
504159;Reisezentrum Brühl;;;Max-Ernst-Allee 2;50321;Brühl;;Reisezentrum;07:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-18:00;;09:00-12:15;13:00-16:30;;;;;;;;50828400;6913110
503847;Reisezentrum Bünde (Westf);;;Bahnhofstr. 82;32257;Bünde (Westf.);;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;52201321;8573434
503813;Reisezentrum Coesfeld (Westf);;;Bahnhofstr. 1;48653;Coesfeld;;Reisezentrum;06:45-19:30;;;06:45-19:30;;;08:15-12:00;13:00-18:15;;08:15-12:00;13:00-18:15;;06:45-18:15;;;08:15-13:15;;;;;;51938458;7165607
503854;Reisezentrum Detmold;;;Bahnhofstraße 8;32756;Detmold;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51939951;8873809
504191;Reisezentrum Dortmund Hbf;;;Königswall 15;44137;Dortmund;;Reisezentrum;07:00-20:30;;;07:00-20:30;;;07:00-20:30;;;07:00-20:30;;;07:00-20:30;;;08:00-19:30;;;08:00-19:30;;;51517668;7459331
504217;Reisezentrum Duisburg Hbf;;;Portsmouthplatz 1;47051;Duisburg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-17:00;;;10:00-19:00;;;51430142;6773444
505404;Reisezentrum Dülmen;;;Bahnhofstr. 50;48249;Dülmen;;Reisezentrum;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;07:00-12:30;13:30-19:00;;08:00-11:30;12:00-14:00;;;;;51827963;7293373
504142;Reisezentrum Düren;;;Hauptbahnhof 1;52351;Düren;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-12:00;12:30-14:30;;;;;50808568;6480880
503912;Reisezentrum Düsseldorf Flughafen;;;Flughafenstr. 120;40474;Düsseldorf;;Reisezentrum;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:00-21:00;;;07:30-20:00;;;10:00-14:30;15:00-18:30;;51275639;6766477
503904;Reisezentrum Düsseldorf Hbf;;;Konrad-Adenauer-Platz 14;40210;Düsseldorf;;Reisezentrum;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;07:00-22:00;;;07:00-22:00;;;51220688;6792033
503953;Reisezentrum Erkelenz;;;Anton-Raky-Allee 1;41812;Erkelenz;;Reisezentrum;07:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-18:00;;09:00-12:15;13:00-16:30;;;;;;;;51077157;6321439
503540;Reisezentrum Essen Hbf;;;Freiheit 3;45127;Essen;;Reisezentrum;06:30-20:00;;;06:30-20:00;;;06:30-20:00;;;06:30-20:00;;;06:30-20:00;;;07:30-19:00;;;09:00-19:00;;;51451935;7014516
504118;Reisezentrum Euskirchen;;;Oststraße 2a;53879;Euskirchen;;Reisezentrum;06:00-17:30;;;09:00-17:30;;;09:00-17:30;;;09:00-20:00;;;09:00-17:30;;;08:00-16:30;;;09:00-12:30;13:00-16:30;;50658475;6793283
503961;Reisezentrum Geilenkirchen;;;Bahnhofstr. 27;52511;Geilenkirchen;;Reisezentrum;07:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-18:00;;09:00-12:15;13:00-16:30;;;;;;;;50961145;6124310
504035;Reisezentrum Gelsenkirchen Hbf;;;Bahnhofsvorplatz 10;45879;Gelsenkirchen;;Reisezentrum;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;09:00-16:00;;;10:00-15:00;;;51506013;7102582
503870;Reisezentrum Gütersloh Hbf;;;Willy-Brandt-Platz 2;33330;Gütersloh;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51908030;8384364
503797;Reisezentrum Hagen Hbf;;;Berliner Platz 1;58089;Hagen;;Reisezentrum;08:00-18:45;;;08:00-18:45;;;08:00-18:45;;;08:00-18:45;;;08:00-18:45;;;08:00-17:00;;;10:00-16:00;;;51362403;7462359
503821;Reisezentrum Haltern am See;;;Roost-Warendin-Platz 1;45721;Haltern am See;;Reisezentrum;08:30-12:00;13:00-16:30;;08:30-12:00;13:00-16:30;;08:30-12:00;13:00-16:30;;08:30-12:00;13:00-16:30;;08:30-12:00;13:00-16:30;;;;;;;;51738000;7184420
504084;Reisezentrum Hamm (Westf);;;Willi-Brandt-Platz 1b;59065;Hamm (Westf.);;Reisezentrum;06:30-19:30;;;06:30-19:30;;;06:30-19:30;;;06:30-19:30;;;06:30-19:30;;;09:30-17:00;;;10:30-18:00;;;51678733;7809127
503888;Reisezentrum Herford;;;Bahnhofplatz 3;32052;Herford;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;52118962;8664774
503524;Reisezentrum Herne;;;Bahnhofsplatz 1;44629;Herne;;Reisezentrum;09:00-12:00;13:00-16:30;;09:00-12:00;13:00-16:30;;09:00-12:00;13:00-16:30;;09:00-12:00;13:00-16:30;;09:00-12:00;13:00-16:30;;09:30-13:00;;;;;;51544821;7216962
504134;Reisezentrum Horrem;;;Bahnhofsstr. 9;50169;Horrem;;Reisezentrum;07:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-16:30;;09:00-12:15;13:00-18:00;;09:00-12:15;13:00-16:30;;;;;;;;50915441;6712586
503698;Reisezentrum Köln Hbf;;;Trankgasse 11;50667;Köln;;Reisezentrum;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;07:00-21:00;;;07:00-21:00;;;50942694;6957836
505412;Reisezentrum Köln/Bonn Flughafen;;;Terminal 2;51147;Köln;;Reisezentrum;09:00-12:30;13:00-18:00;;09:00-12:30;13:00-18:00;;09:00-12:30;13:00-18:00;;09:00-12:30;13:00-18:00;;09:00-12:30;13:00-18:00;;09:00-13:00;13:30-16:00;;12:00-15:30;16:00-20:00;;50879340;7118170
503482;Reisezentrum Köln-Messe/Deutz;;;Ottoplatz 7;50679;Köln;;Reisezentrum;06:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-20:00;;;08:00-17:00;;;10:00-18:00;;;50940269;6975170
505388;Reisezentrum Köln-Mülheim;;;Montanusstraße;51065;Köln;;Reisezentrum;07:30-12:00;12:45-16:30;;08:30-12:00;12:45-16:30;;08:30-12:00;12:45-16:30;;08:30-12:00;12:45-16:30;;08:30-12:00;12:45-16:30;;;;;;;;50958670;7013354
504209;Reisezentrum Krefeld Hbf;;;Am Hauptbahnhof 1;47798;Krefeld;;Reisezentrum;09:00-18:00;;;09:00-18:00;;;09:00-18:00;;;09:00-18:00;;;09:00-18:00;;;09:00-14:30;;;;;;51326428;6569083
504126;Reisezentrum Leverkusen Mitte;;;Heinrich-v.-Stephan-Str. 1;51373;Leverkusen;;Reisezentrum;07:00-11:30;12:15-16:00;;08:00-12:15;13:00-16:00;;08:00-12:15;13:00-16:00;;08:00-12:15;13:00-16:00;;08:00-12:15;13:00-16:00;;;;;;;;51031429;6990982
504068;Reisezentrum Lippstadt;;;Rixbeckerstr. 2;59555;Lippstadt;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51671254;8348992
503896;Reisezentrum Minden (Westf);;;Bundesbahnhof 12;32423;Minden (Westf.);;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;;;;;;;52290017;8934064
503946;Reisezentrum Mönchengladbach Hbf;;;Europaplatz 1;41061;Mönchengladbach;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;09:00-16:00;;;;;;51197549;6445220
504043;Reisezentrum Mülheim (Ruhr) Hbf;;;Dieter aus dem Siepen Pl. 3;45468;Mülheim;;Reisezentrum;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-14:00;;;;;;51431233;6885853
503839;Reisezentrum Münster (Westf) Hbf;;;Berliner Platz 25;48143;Münster;;Reisezentrum;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;08:00-17:30;;;10:00-18:00;;;51956550;7635110
503730;Reisezentrum Neheim-Hüsten;;;Bahnhofstr. 36;59759;Arnsberg  ;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51432489;7988082
503920;Reisezentrum Neuss Hbf;;;Furtherstr. 1;41460;Neuss;;Reisezentrum;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-12:00;13:00-18:00;;08:30-14:00;;;;;;51204100;6684120
504027;Reisezentrum Oberhausen Hbf;;;Willy Brandt Platz 1;46045;Oberhausen;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-16:00;;;09:00-14:30;;;51473815;6853852
504076;Reisezentrum Paderborn Hbf;;;Bahnhofstr. 29;33102;Paderborn;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:00;;;10:00-16:00;;;51713530;8740472
503532;Reisezentrum Recklinghausen Hbf;;;Große Perdekampstr. 2;45657;Recklinghausen;;Reisezentrum;06:30-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:30-15:00;;;10:00-14:00;;;51615656;7202463
503805;Reisezentrum Rheine;;;Am Hauptbahnhof 2;48431;Rheine;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;52276597;7435445
503763;Reisezentrum Schwerte (Ruhr);;;Bahnhofstr. 35;58239;Schwerte;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51442147;7559382
504167;Reisezentrum Siegburg;;;Europaplatz 3;53721;Siegburg;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:30-17:45;;;09:30-18:00;;;50793826;7204350
504225;Reisezentrum Siegen;;;Am Bahnhof 18;57072;Siegen;;Reisezentrum;06:30-19:30;;;06:30-19:30;;;06:30-19:30;;;06:30-19:30;;;06:30-19:30;;;09:30-17:00;;;10:30-18:00;;;50875106;8015887
504050;Reisezentrum Soest;;;Bahnhofstr. 2;59494;Soest;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51577838;8105276
504100;Reisezentrum Troisdorf;;;Poststraße 64;53840;Troisdorf;;Reisezentrum;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;;;;;;;50814181;7151005
503771;Reisezentrum Unna;;;Bahnhofstr. 76;59423;Unna;;Reisezentrum;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;06:30-12:00;13:00-18:30;;;;;;;;51538627;7692860
503516;Reisezentrum Wanne-Eickel Hbf;;;Heinz-Rühmann-Platz 1;44649;Herne;;Reisezentrum;09:00-16:00;;;09:00-16:00;;;09:00-16:00;;;09:00-16:00;;;09:00-16:00;;;;;;;;;51532110;7165031
504001;Reisezentrum Wesel;;;Franz-Etzel-Platz 17;46483;Wesel;;Reisezentrum;07:30-17:30;;;08:30-17:30;;;08:30-17:30;;;08:30-17:30;;;08:30-17:30;;;09:00-13:30;;;;;;51655712;6626020
504241;Reisezentrum Wuppertal Hbf;;;Döppersberg 37;42103;Wuppertal;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:30;;;10:15-15:45;;;51255323;7149921
